year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,1,2,701,705,-4,1001,943,18,DL,1445,N339NB,LGA,MSY,193,1183,7,5,2013-01-02T12:00:00Z
2013,5,31,1024,1030,-6,1319,1345,-26,VX,187,N521VA,EWR,SFO,332,2565,10,30,2013-05-31T14:00:00Z
2013,10,29,935,820,75,1127,1021,66,US,409,N678AW,EWR,CLT,78,529,8,20,2013-10-29T12:00:00Z
2013,2,21,1238,1245,-7,1617,1550,27,AA,745,N3ARAA,LGA,DFW,232,1389,12,45,2013-02-21T17:00:00Z
2013,4,10,1233,1236,-3,1606,1431,95,EV,4118,N12160,EWR,DTW,97,488,12,36,2013-04-10T16:00:00Z
2013,12,25,1836,1700,96,2058,1947,71,DL,221,N975DL,LGA,ATL,117,762,17,0,2013-12-25T22:00:00Z
2013,4,10,2034,1559,275,2346,1814,332,MQ,3985,N684MQ,JFK,CVG,92,589,15,59,2013-04-10T19:00:00Z
2013,5,2,1356,1400,-4,1705,1730,-25,DL,1565,N722TW,JFK,SFO,325,2586,14,0,2013-05-02T18:00:00Z
2013,7,9,17,2140,157,135,2310,145,MQ,3317,N5PBMQ,LGA,RDU,60,431,21,40,2013-07-10T01:00:00Z
2013,8,31,1428,1420,8,1548,1553,-5,FL,237,N927AT,LGA,CAK,58,397,14,20,2013-08-31T18:00:00Z
2013,12,7,626,630,-4,829,842,-13,US,2085,N182UW,LGA,CLT,106,544,6,30,2013-12-07T11:00:00Z
2013,5,25,1950,1700,170,2122,1830,172,MQ,4323,N682MQ,JFK,ORF,47,290,17,0,2013-05-25T21:00:00Z
2013,12,25,1546,1540,6,1846,1918,-32,UA,1554,N68802,EWR,SFO,343,2565,15,40,2013-12-25T20:00:00Z
2013,11,10,1821,1830,-9,2057,2052,5,9E,2954,N8598B,JFK,CHS,94,636,18,30,2013-11-10T23:00:00Z
2013,4,28,1049,1051,-2,1342,1347,-5,UA,1004,N73445,EWR,IAH,202,1400,10,51,2013-04-28T14:00:00Z
2013,5,28,1004,1004,0,1203,1215,-12,DL,2319,N339NW,LGA,MSP,150,1020,10,4,2013-05-28T14:00:00Z
2013,11,29,1145,1200,-15,1233,1304,-31,B6,2380,N304JB,EWR,BOS,33,200,12,0,2013-11-29T17:00:00Z
2013,6,14,NA,605,NA,NA,735,NA,MQ,3525,N713MQ,LGA,RDU,NA,431,6,5,2013-06-14T10:00:00Z
2013,3,23,859,859,0,1225,1215,10,UA,963,N434UA,LGA,IAH,231,1416,8,59,2013-03-23T12:00:00Z
2013,8,16,1619,1625,-6,1756,1815,-19,MQ,3411,N738MQ,LGA,RDU,72,431,16,25,2013-08-16T20:00:00Z
2013,2,24,1331,1335,-4,1909,1938,-29,UA,15,N76065,EWR,HNL,610,4963,13,35,2013-02-24T18:00:00Z
2013,9,6,1050,1100,-10,1155,1223,-28,UA,798,N822UA,EWR,ORD,100,719,11,0,2013-09-06T15:00:00Z
2013,1,25,1457,1505,-8,NA,1637,NA,9E,3393,N925XJ,JFK,DCA,NA,213,15,5,2013-01-25T20:00:00Z
2013,4,4,1720,1725,-5,2020,2036,-16,DL,1185,N357NW,EWR,SLC,280,1969,17,25,2013-04-04T21:00:00Z
2013,11,16,1158,1200,-2,1450,1515,-25,AA,1256,N3GFAA,LGA,MIA,144,1096,12,0,2013-11-16T17:00:00Z
2013,1,8,1425,1430,-5,1728,1735,-7,AA,883,N4XFAA,EWR,DFW,217,1372,14,30,2013-01-08T19:00:00Z
2013,5,3,2114,2115,-1,2256,2349,-53,B6,97,N547JB,JFK,DEN,197,1626,21,15,2013-05-04T01:00:00Z
2013,2,2,2131,2135,-4,32,50,-18,AA,185,N339AA,JFK,LAX,342,2475,21,35,2013-02-03T02:00:00Z
2013,4,10,1017,1015,2,1209,1212,-3,US,1427,N747UW,JFK,CLT,82,541,10,15,2013-04-10T14:00:00Z
2013,6,11,1626,1629,-3,1751,1823,-32,EV,5818,N13992,EWR,MEM,129,946,16,29,2013-06-11T20:00:00Z
2013,9,13,540,545,-5,823,855,-32,AA,2243,N623AA,JFK,MIA,142,1089,5,45,2013-09-13T09:00:00Z
2013,12,1,1025,1030,-5,1356,1410,-14,US,679,N549UW,JFK,PHX,305,2153,10,30,2013-12-01T15:00:00Z
2013,4,23,1528,1530,-2,1858,1922,-24,DL,1322,N723TW,JFK,SFO,358,2586,15,30,2013-04-23T19:00:00Z
2013,4,21,1553,1600,-7,1716,1720,-4,AA,854,N3CAAA,JFK,BOS,35,187,16,0,2013-04-21T20:00:00Z
2013,4,26,2053,1930,83,2346,2230,76,AA,791,N3CLAA,LGA,DFW,217,1389,19,30,2013-04-26T23:00:00Z
2013,11,30,2039,2040,-1,2240,2302,-22,EV,4085,N14116,EWR,OMA,163,1134,20,40,2013-12-01T01:00:00Z
2013,1,1,517,515,2,830,819,11,UA,1545,N14228,EWR,IAH,227,1400,5,15,2013-01-01T10:00:00Z
2013,10,14,1529,1530,-1,1642,1645,-3,WN,292,N902WN,EWR,MDW,105,711,15,30,2013-10-14T19:00:00Z
2013,8,18,1925,1910,15,2059,2056,3,EV,5038,N755EV,LGA,BHM,126,866,19,10,2013-08-18T23:00:00Z
2013,12,1,1608,1558,10,1909,1918,-9,DL,2280,N334NW,JFK,FLL,157,1069,15,58,2013-12-01T20:00:00Z
2013,12,27,1242,1242,0,1523,1602,-39,UA,1734,N27724,EWR,SAN,321,2425,12,42,2013-12-27T17:00:00Z
2013,6,7,1015,1020,-5,1157,1216,-19,9E,3341,N914XJ,EWR,DTW,83,488,10,20,2013-06-07T14:00:00Z
2013,5,13,1121,1125,-4,1232,1305,-33,AA,327,N485AA,LGA,ORD,111,733,11,25,2013-05-13T15:00:00Z
2013,8,1,NA,1415,NA,NA,1534,NA,EV,5712,N826AS,JFK,IAD,NA,228,14,15,2013-08-01T18:00:00Z
2013,4,21,1313,1320,-7,1658,1711,-13,DL,315,N3772H,JFK,SJU,205,1598,13,20,2013-04-21T17:00:00Z
2013,7,20,1939,1745,114,2120,1925,115,MQ,3301,N546MQ,LGA,RDU,64,431,17,45,2013-07-20T21:00:00Z
2013,9,26,1852,1859,-7,2127,2126,1,FL,685,N952AT,LGA,ATL,100,762,18,59,2013-09-26T22:00:00Z
2013,8,7,1913,1920,-7,2115,2123,-8,EV,4434,N11184,EWR,CLT,76,529,19,20,2013-08-07T23:00:00Z
2013,5,26,1321,1330,-9,1446,1518,-32,EV,5418,N738EV,LGA,RDU,62,431,13,30,2013-05-26T17:00:00Z
2013,10,18,2130,2056,34,20,2316,64,EV,4397,N13123,EWR,MSY,195,1167,20,56,2013-10-19T00:00:00Z
2013,11,14,1557,1600,-3,1734,1741,-7,UA,1051,N23721,LGA,ORD,115,733,16,0,2013-11-14T21:00:00Z
2013,12,29,1322,1326,-4,1414,1430,-16,EV,3813,N14558,EWR,MHT,32,209,13,26,2013-12-29T18:00:00Z
2013,4,11,1531,1530,1,1736,1732,4,US,1899,N721UW,LGA,CLT,89,544,15,30,2013-04-11T19:00:00Z
2013,8,27,1859,1900,-1,2057,2143,-46,DL,961,N3746H,JFK,DEN,209,1626,19,0,2013-08-27T23:00:00Z
2013,3,22,825,825,0,1016,1026,-10,US,487,N647AW,JFK,CLT,82,541,8,25,2013-03-22T12:00:00Z
2013,8,25,1523,1525,-2,1817,1835,-18,DL,1935,N374NW,LGA,TPA,126,1010,15,25,2013-08-25T19:00:00Z
2013,10,1,1152,1203,-11,1351,1412,-21,EV,4567,N14168,EWR,MCI,154,1092,12,3,2013-10-01T16:00:00Z
2013,2,9,NA,840,NA,NA,1030,NA,MQ,4521,N737MQ,LGA,RDU,NA,431,8,40,2013-02-09T13:00:00Z
2013,4,24,1955,1800,115,2147,2001,106,EV,4382,N16976,EWR,DTW,83,488,18,0,2013-04-24T22:00:00Z
2013,4,2,747,748,-1,1055,1050,5,B6,201,N505JB,JFK,FLL,153,1069,7,48,2013-04-02T11:00:00Z
2013,5,8,857,900,-3,1130,1210,-40,UA,112,N37420,EWR,SEA,301,2402,9,0,2013-05-08T13:00:00Z
2013,8,4,1414,1411,3,1703,1702,1,B6,1883,N709JB,JFK,MCO,127,944,14,11,2013-08-04T18:00:00Z
2013,12,6,2112,1838,154,105,2214,171,UA,389,N510UA,JFK,SFO,375,2586,18,38,2013-12-06T23:00:00Z
2013,12,7,816,825,-9,1002,1005,-3,MQ,3272,N839MQ,LGA,CLE,78,419,8,25,2013-12-07T13:00:00Z
2013,9,5,1451,1450,1,1740,1755,-15,UA,363,N421UA,EWR,FLL,145,1065,14,50,2013-09-05T18:00:00Z
2013,11,15,830,836,-6,941,953,-12,B6,2280,N184JB,EWR,BOS,42,200,8,36,2013-11-15T13:00:00Z
2013,12,16,1942,1935,7,2234,2238,-4,UA,1269,N37422,EWR,PBI,148,1023,19,35,2013-12-17T00:00:00Z
2013,8,27,1356,1325,31,1609,1615,-6,UA,1054,N14106,EWR,LAX,292,2454,13,25,2013-08-27T17:00:00Z
2013,11,12,1949,1955,-6,2205,2204,1,DL,2131,N349NB,LGA,DTW,77,502,19,55,2013-11-13T00:00:00Z
2013,6,26,1532,1512,20,1816,1756,20,UA,1593,N76529,EWR,MCO,130,937,15,12,2013-06-26T19:00:00Z
2013,6,3,1552,1555,-3,1705,1712,-7,UA,625,N587UA,EWR,BOS,40,200,15,55,2013-06-03T19:00:00Z
2013,4,7,1530,1535,-5,1647,1715,-28,9E,4178,N8495B,JFK,ROC,48,264,15,35,2013-04-07T19:00:00Z
2013,4,3,806,815,-9,1014,1010,4,US,675,N657AW,EWR,CLT,94,529,8,15,2013-04-03T12:00:00Z
2013,10,8,1244,1248,-4,1441,1450,-9,DL,1131,N318US,LGA,DTW,77,502,12,48,2013-10-08T16:00:00Z
2013,11,4,1811,1815,-4,2128,2135,-7,AA,1611,N3FPAA,LGA,MIA,145,1096,18,15,2013-11-04T23:00:00Z
2013,3,15,1138,1130,8,1428,1437,-9,UA,703,N502UA,JFK,LAX,333,2475,11,30,2013-03-15T15:00:00Z
2013,4,11,1801,1800,1,2133,2125,8,UA,1645,N73251,EWR,SAT,235,1569,18,0,2013-04-11T22:00:00Z
2013,7,18,1351,1349,2,1455,1515,-20,UA,643,N833UA,EWR,ORD,101,719,13,49,2013-07-18T17:00:00Z
2013,4,9,1358,1345,13,1513,1453,20,9E,3638,N8836A,JFK,PHL,29,94,13,45,2013-04-09T17:00:00Z
2013,3,11,2230,2100,90,15,2250,85,MQ,4584,N3AEMQ,LGA,CLT,87,544,21,0,2013-03-12T01:00:00Z
2013,10,3,1458,1502,-4,1726,1724,2,EV,5199,N712EV,LGA,CHS,91,641,15,2,2013-10-03T19:00:00Z
2013,4,30,715,720,-5,924,935,-11,WN,35,N953WN,EWR,DEN,223,1605,7,20,2013-04-30T11:00:00Z
2013,5,12,1757,1800,-3,2116,2140,-24,AA,177,N336AA,JFK,SFO,330,2586,18,0,2013-05-12T22:00:00Z
2013,1,18,1426,1429,-3,1646,1642,4,DL,1819,N979DL,LGA,MSP,159,1020,14,29,2013-01-18T19:00:00Z
2013,1,8,1301,1205,56,1607,1520,47,AA,743,N466AA,LGA,DFW,222,1389,12,5,2013-01-08T17:00:00Z
2013,1,26,1824,1835,-11,2103,2128,-25,B6,527,N531JB,EWR,MCO,130,937,18,35,2013-01-26T23:00:00Z
2013,7,5,2209,2000,129,51,2306,105,DL,2391,N907DL,JFK,TPA,132,1005,20,0,2013-07-06T00:00:00Z
2013,4,3,1428,1430,-2,1804,1845,-41,AA,1635,N5FAAA,JFK,SJU,190,1598,14,30,2013-04-03T18:00:00Z
2013,3,6,625,631,-6,726,740,-14,B6,1002,N746JB,JFK,BOS,36,187,6,31,2013-03-06T11:00:00Z
2013,10,20,724,725,-1,1000,950,10,UA,1444,N54711,EWR,MSY,193,1167,7,25,2013-10-20T11:00:00Z
2013,8,29,1756,1700,56,2015,1955,20,WN,3928,N962WN,EWR,HOU,178,1411,17,0,2013-08-29T21:00:00Z
2013,9,16,827,830,-3,1059,1122,-23,UA,1144,N38458,EWR,MCO,128,937,8,30,2013-09-16T12:00:00Z
2013,9,26,1058,1100,-2,1345,1339,6,DL,1647,N627DL,LGA,ATL,104,762,11,0,2013-09-26T15:00:00Z
2013,5,23,NA,2105,NA,NA,2305,NA,MQ,4573,N725MQ,LGA,DTW,NA,502,21,5,2013-05-24T01:00:00Z
2013,11,13,743,745,-2,1026,1042,-16,UA,295,N671UA,EWR,IAH,197,1400,7,45,2013-11-13T12:00:00Z
2013,5,28,2001,1929,32,2337,2310,27,UA,1134,N36280,EWR,SFO,351,2565,19,29,2013-05-28T23:00:00Z
2013,9,29,1218,1200,18,1453,1454,-1,DL,863,N722TW,JFK,LAX,306,2475,12,0,2013-09-29T16:00:00Z
2013,8,21,623,630,-7,859,904,-5,B6,1099,N640JB,LGA,MCO,135,950,6,30,2013-08-21T10:00:00Z
2013,4,30,2351,2359,-8,345,339,6,B6,727,N793JB,JFK,BQN,195,1576,23,59,2013-05-01T03:00:00Z
2013,2,21,1517,1522,-5,1714,1727,-13,EV,4703,N27200,EWR,GRR,104,605,15,22,2013-02-21T20:00:00Z
2013,11,1,720,723,-3,1021,1025,-4,UA,421,N504UA,EWR,SFO,337,2565,7,23,2013-11-01T11:00:00Z
2013,9,9,1658,1700,-2,1818,1839,-21,UA,689,N805UA,LGA,ORD,106,733,17,0,2013-09-09T21:00:00Z
2013,7,6,1756,1800,-4,1931,2009,-38,DL,1321,N371NW,EWR,MSP,135,1008,18,0,2013-07-06T22:00:00Z
2013,2,24,1625,1629,-4,1931,1938,-7,UA,1624,N77518,EWR,FLL,162,1065,16,29,2013-02-24T21:00:00Z
2013,11,19,702,705,-3,838,850,-12,WN,1352,N396SW,EWR,STL,140,872,7,5,2013-11-19T12:00:00Z
2013,12,1,1002,1015,-13,1322,1342,-20,US,604,N652AW,EWR,PHX,304,2133,10,15,2013-12-01T15:00:00Z
2013,11,1,601,610,-9,803,813,-10,DL,1919,N922DL,LGA,MSP,153,1020,6,10,2013-11-01T10:00:00Z
2013,12,20,527,515,12,805,814,-9,UA,1102,N75436,EWR,IAH,190,1400,5,15,2013-12-20T10:00:00Z
2013,4,4,719,723,-4,1107,1020,47,UA,607,N563UA,EWR,IAH,217,1400,7,23,2013-04-04T11:00:00Z
2013,12,8,1512,1515,-3,1619,1643,-24,EV,5302,N752EV,LGA,SYR,40,198,15,15,2013-12-08T20:00:00Z
2013,12,31,623,625,-2,743,750,-7,WN,1360,N8320J,LGA,MDW,121,725,6,25,2013-12-31T11:00:00Z
2013,1,30,1507,1329,98,1606,1431,95,EV,4688,N14570,EWR,BWI,42,169,13,29,2013-01-30T18:00:00Z
2013,3,28,1717,1719,-2,1825,1857,-32,UA,1204,N37263,EWR,ORD,105,719,17,19,2013-03-28T21:00:00Z
2013,9,28,1435,1420,15,1553,1553,0,FL,237,N927AT,LGA,CAK,59,397,14,20,2013-09-28T18:00:00Z
2013,5,28,749,745,4,1103,1106,-3,UA,524,N408UA,EWR,LAX,344,2454,7,45,2013-05-28T11:00:00Z
2013,3,26,625,630,-5,844,830,14,MQ,4576,N515MQ,LGA,CLT,91,544,6,30,2013-03-26T10:00:00Z
2013,6,13,820,815,5,1128,1033,55,DL,914,N370NW,LGA,DEN,233,1620,8,15,2013-06-13T12:00:00Z
2013,6,25,1811,1710,61,2116,2015,61,AA,181,N338AA,JFK,LAX,320,2475,17,10,2013-06-25T21:00:00Z
2013,4,25,1847,1755,52,2034,1930,64,WN,3962,N920WN,LGA,MDW,114,725,17,55,2013-04-25T21:00:00Z
2013,10,13,757,800,-3,924,949,-25,9E,3611,N8412F,JFK,PIT,62,340,8,0,2013-10-13T12:00:00Z
2013,7,11,1506,1015,291,1603,1129,274,UA,1163,N13716,EWR,BOS,39,200,10,15,2013-07-11T14:00:00Z
2013,10,30,1701,1636,25,1849,1814,35,EV,3813,N12201,EWR,GSO,73,445,16,36,2013-10-30T20:00:00Z
2013,11,18,1251,1249,2,1554,1610,-16,UA,394,N521UA,EWR,SFO,343,2565,12,49,2013-11-18T17:00:00Z
2013,9,16,1558,1600,-2,1901,1906,-5,B6,1117,N621JB,LGA,TPA,141,1010,16,0,2013-09-16T20:00:00Z
2013,7,9,951,949,2,1232,1243,-11,UA,554,N823UA,EWR,FLL,144,1065,9,49,2013-07-09T13:00:00Z
2013,12,1,743,745,-2,1025,1043,-18,B6,1717,N612JB,LGA,TPA,142,1010,7,45,2013-12-01T12:00:00Z
2013,3,9,1605,1600,5,1902,1925,-23,AA,1467,N3DVAA,LGA,MIA,141,1096,16,0,2013-03-09T21:00:00Z
2013,3,16,1158,1200,-2,1326,1335,-9,WN,3955,N912WN,LGA,MDW,132,725,12,0,2013-03-16T16:00:00Z
2013,2,7,1758,1755,3,2104,2108,-4,B6,989,N592JB,JFK,FLL,158,1069,17,55,2013-02-07T22:00:00Z
2013,10,6,1711,1629,42,2001,1950,11,DL,1394,N389DA,JFK,PDX,315,2454,16,29,2013-10-06T20:00:00Z
2013,8,19,628,630,-2,732,750,-18,EV,4241,N14125,EWR,DCA,43,199,6,30,2013-08-19T10:00:00Z
2013,12,11,2104,2104,0,8,13,-5,UA,1682,N27477,EWR,FLL,156,1065,21,4,2013-12-12T02:00:00Z
2013,12,27,1638,1630,8,1947,1925,22,UA,1178,N12116,EWR,IAH,213,1400,16,30,2013-12-27T21:00:00Z
2013,2,14,1509,1500,9,1710,1655,15,MQ,4429,N713MQ,LGA,CMH,78,479,15,0,2013-02-14T20:00:00Z
2013,6,28,NA,1935,NA,NA,2223,NA,9E,3380,NA,JFK,JAX,NA,828,19,35,2013-06-28T23:00:00Z
2013,8,20,639,640,-1,748,810,-22,WN,465,N265WN,LGA,MKE,105,738,6,40,2013-08-20T10:00:00Z
2013,8,28,1608,1450,78,1743,1637,66,EV,5675,N11565,EWR,CMH,72,463,14,50,2013-08-28T18:00:00Z
2013,9,19,1927,1935,-8,2204,2232,-28,DL,1485,N983DL,LGA,MCO,123,950,19,35,2013-09-19T23:00:00Z
2013,12,1,1656,1700,-4,1933,1958,-25,DL,1585,N332NB,LGA,MCO,132,950,17,0,2013-12-01T22:00:00Z
2013,3,9,628,615,13,820,820,0,US,829,N702UW,JFK,CLT,80,541,6,15,2013-03-09T11:00:00Z
2013,12,12,1651,1652,-1,1749,1804,-15,B6,918,N179JB,JFK,BOS,40,187,16,52,2013-12-12T21:00:00Z
2013,7,7,NA,1800,NA,NA,1950,NA,MQ,3526,N514MQ,LGA,CMH,NA,479,18,0,2013-07-07T22:00:00Z
2013,11,3,1725,1730,-5,2044,2046,-2,B6,359,N641JB,JFK,BUR,358,2465,17,30,2013-11-03T22:00:00Z
2013,3,15,1655,1655,0,1958,2027,-29,DL,1367,N321NB,JFK,SAT,210,1587,16,55,2013-03-15T20:00:00Z
2013,6,22,1236,1245,-9,1334,1355,-21,AA,1850,N3FKAA,JFK,BOS,39,187,12,45,2013-06-22T16:00:00Z
2013,3,18,848,825,23,1205,1133,32,B6,181,N623JB,JFK,SAN,341,2446,8,25,2013-03-18T12:00:00Z
2013,9,13,548,550,-2,932,932,0,B6,939,N629JB,JFK,BQN,199,1576,5,50,2013-09-13T09:00:00Z
2013,5,15,2204,2045,79,22,2313,69,EV,4282,N12172,EWR,JAX,112,820,20,45,2013-05-16T00:00:00Z
2013,3,10,1919,1910,9,2231,2215,16,AA,2075,N4YMAA,EWR,DFW,196,1372,19,10,2013-03-10T23:00:00Z
2013,3,15,627,630,-3,915,926,-11,B6,983,N510JB,LGA,TPA,138,1010,6,30,2013-03-15T10:00:00Z
2013,7,19,2147,2150,-3,19,100,-41,AA,185,N328AA,JFK,LAX,302,2475,21,50,2013-07-20T01:00:00Z
2013,9,27,1442,1429,13,1716,1730,-14,B6,301,N729JB,JFK,FLL,137,1069,14,29,2013-09-27T18:00:00Z
2013,6,17,1654,1655,-1,2115,2005,70,VX,413,N621VA,JFK,LAX,351,2475,16,55,2013-06-17T20:00:00Z
2013,3,21,NA,2100,NA,NA,2235,NA,MQ,4507,N713MQ,LGA,RDU,NA,431,21,0,2013-03-22T01:00:00Z
2013,10,4,1622,1629,-7,1850,1933,-43,B6,1161,N580JB,LGA,PBI,127,1035,16,29,2013-10-04T20:00:00Z
2013,12,1,1659,1646,13,1850,1810,40,YV,3771,N516LR,LGA,IAD,83,229,16,46,2013-12-01T21:00:00Z
2013,6,28,823,730,53,1109,1045,24,VX,183,N638VA,EWR,SFO,331,2565,7,30,2013-06-28T11:00:00Z
2013,11,4,1739,1741,-2,2005,1944,21,EV,4667,N23139,EWR,MSP,163,1008,17,41,2013-11-04T22:00:00Z
2013,9,1,911,915,-4,1206,1230,-24,AA,647,N5FRAA,JFK,MIA,147,1089,9,15,2013-09-01T13:00:00Z
2013,2,10,1629,1635,-6,1950,2001,-11,US,656,N650AW,EWR,PHX,299,2133,16,35,2013-02-10T21:00:00Z
2013,10,8,1211,1115,56,1349,1300,49,EV,5273,N710EV,LGA,PIT,54,335,11,15,2013-10-08T15:00:00Z
2013,2,12,1151,1200,-9,1244,1303,-19,B6,1174,N292JB,EWR,BOS,37,200,12,0,2013-02-12T17:00:00Z
2013,9,16,2029,2040,-11,2230,2300,-30,9E,4033,N8674A,LGA,TYS,87,647,20,40,2013-09-17T00:00:00Z
2013,2,15,702,705,-3,906,928,-22,UA,647,N482UA,EWR,DEN,225,1605,7,5,2013-02-15T12:00:00Z
2013,11,8,2021,2025,-4,2317,2340,-23,UA,314,N596UA,JFK,LAX,314,2475,20,25,2013-11-09T01:00:00Z
2013,6,1,654,700,-6,909,928,-19,DL,1547,N680DA,LGA,ATL,106,762,7,0,2013-06-01T11:00:00Z
2013,9,30,1157,1159,-2,1445,1453,-8,B6,323,N766JB,JFK,LAX,306,2475,11,59,2013-09-30T15:00:00Z
2013,12,5,2016,2020,-4,19,2355,24,UA,1651,N16713,EWR,SFO,396,2565,20,20,2013-12-06T01:00:00Z
2013,9,23,1701,1700,1,2008,2008,0,DL,1394,N3749D,JFK,PDX,326,2454,17,0,2013-09-23T21:00:00Z
2013,6,3,1628,1630,-2,1906,1918,-12,UA,1687,N34137,EWR,IAH,194,1400,16,30,2013-06-03T20:00:00Z
2013,10,28,2122,2130,-8,2357,18,-21,B6,1371,N535JB,LGA,FLL,137,1076,21,30,2013-10-29T01:00:00Z
2013,6,25,2316,2245,31,234,135,59,B6,623,N807JB,JFK,LAX,324,2475,22,45,2013-06-26T02:00:00Z
2013,1,29,NA,1540,NA,NA,1743,NA,9E,3523,NA,JFK,ORD,NA,740,15,40,2013-01-29T20:00:00Z
2013,8,29,1648,1645,3,1805,1827,-22,B6,2302,N346JB,JFK,BUF,52,301,16,45,2013-08-29T20:00:00Z
2013,11,29,701,705,-4,959,1017,-18,AS,15,N403AS,EWR,SEA,337,2402,7,5,2013-11-29T12:00:00Z
2013,4,24,1629,1630,-1,1920,1918,2,UA,1112,N68061,EWR,IAH,190,1400,16,30,2013-04-24T20:00:00Z
2013,8,26,1316,1325,-9,1436,1505,-29,MQ,3493,N721MQ,LGA,CLE,64,419,13,25,2013-08-26T17:00:00Z
2013,4,4,2321,2250,31,24,2358,26,B6,1018,N821JB,JFK,BOS,38,187,22,50,2013-04-05T02:00:00Z
2013,9,29,1954,1930,24,2145,2125,20,9E,3497,N602LR,JFK,RDU,71,427,19,30,2013-09-29T23:00:00Z
2013,10,1,1853,1900,-7,2030,2101,-31,9E,3433,N915XJ,JFK,PIT,64,340,19,0,2013-10-01T23:00:00Z
2013,10,23,1511,1520,-9,1703,1705,-2,AA,341,N4YTAA,LGA,ORD,116,733,15,20,2013-10-23T19:00:00Z
2013,5,7,1009,1015,-6,1210,1241,-31,US,196,N523UW,JFK,PHX,276,2153,10,15,2013-05-07T14:00:00Z
2013,5,23,2112,2000,72,2329,2237,52,DL,1147,N992DL,LGA,ATL,107,762,20,0,2013-05-24T00:00:00Z
2013,6,1,726,730,-4,1114,1128,-14,B6,215,N559JB,EWR,SJU,204,1608,7,30,2013-06-01T11:00:00Z
2013,8,5,728,729,-1,1020,1019,1,B6,461,N658JB,LGA,PBI,134,1035,7,29,2013-08-05T11:00:00Z
2013,4,9,1906,1915,-9,2059,2111,-12,EV,5168,N717EV,LGA,GSO,68,461,19,15,2013-04-09T23:00:00Z
2013,8,15,759,800,-1,1106,1053,13,B6,901,N588JB,JFK,FLL,162,1069,8,0,2013-08-15T12:00:00Z
2013,12,20,1549,1529,20,1844,1825,19,B6,573,N639JB,EWR,TPA,144,997,15,29,2013-12-20T20:00:00Z
2013,11,15,1626,1635,-9,1753,1815,-22,MQ,2949,N691MQ,JFK,BNA,126,765,16,35,2013-11-15T21:00:00Z
2013,6,8,1055,1105,-10,1356,1416,-20,DL,930,N361NB,LGA,FLL,154,1076,11,5,2013-06-08T15:00:00Z
2013,1,28,1157,1200,-3,1457,1510,-13,AA,3,N324AA,JFK,LAX,342,2475,12,0,2013-01-28T17:00:00Z
2013,7,28,1125,1130,-5,1258,1305,-7,EV,4662,N12172,EWR,RDU,65,416,11,30,2013-07-28T15:00:00Z
2013,8,24,724,730,-6,1002,1025,-23,AA,1757,N3CMAA,JFK,TPA,135,1005,7,30,2013-08-24T11:00:00Z
2013,12,27,631,630,1,925,1010,-45,UA,435,N409UA,EWR,PHX,277,2133,6,30,2013-12-27T11:00:00Z
2013,7,26,1207,1200,7,1346,1314,32,US,2173,N749US,LGA,DCA,43,214,12,0,2013-07-26T16:00:00Z
2013,2,17,1007,1000,7,1107,1116,-9,EV,4689,N15572,EWR,IAD,47,212,10,0,2013-02-17T15:00:00Z
2013,10,7,751,800,-9,924,918,6,US,2171,N740UW,LGA,DCA,53,214,8,0,2013-10-07T12:00:00Z
2013,7,12,1257,1255,2,1643,1647,-4,UA,1708,N38458,EWR,SJU,199,1608,12,55,2013-07-12T16:00:00Z
2013,3,15,809,815,-6,924,1000,-36,EV,5166,N608QX,LGA,BNA,106,764,8,15,2013-03-15T12:00:00Z
2013,10,2,557,600,-3,734,751,-17,DL,731,N347NB,LGA,DTW,78,502,6,0,2013-10-02T10:00:00Z
2013,4,19,1335,1339,-4,1614,1655,-41,B6,209,N638JB,JFK,LGB,327,2465,13,39,2013-04-19T17:00:00Z
2013,8,7,644,645,-1,927,811,76,UA,1172,N39423,EWR,ORD,145,719,6,45,2013-08-07T10:00:00Z
2013,5,23,557,600,-3,645,700,-15,US,2114,N752US,LGA,BOS,29,184,6,0,2013-05-23T10:00:00Z
2013,10,16,1233,1219,14,1526,1519,7,UA,1496,N16701,EWR,SNA,332,2434,12,19,2013-10-16T16:00:00Z
2013,7,27,1232,1237,-5,1422,1432,-10,9E,3650,N8432A,EWR,DTW,85,488,12,37,2013-07-27T16:00:00Z
2013,4,18,739,725,14,1343,1057,NA,UA,457,N486UA,EWR,SFO,NA,2565,7,25,2013-04-18T11:00:00Z
2013,12,19,1953,1928,25,2305,2302,3,UA,1526,N16713,EWR,LAX,340,2454,19,28,2013-12-20T00:00:00Z
2013,5,23,1135,1135,0,1446,1255,111,MQ,4661,N535MQ,LGA,BNA,112,764,11,35,2013-05-23T15:00:00Z
2013,11,9,945,953,-8,1241,1256,-15,B6,5,N529JB,EWR,FLL,147,1065,9,53,2013-11-09T14:00:00Z
2013,12,29,825,825,0,1023,1010,13,MQ,3363,N824MQ,JFK,RDU,79,427,8,25,2013-12-29T13:00:00Z
2013,5,16,1907,1908,-1,2053,2052,1,UA,518,N444UA,EWR,ORD,117,719,19,8,2013-05-16T23:00:00Z
2013,5,30,1531,1530,1,1839,1831,8,DL,1935,N330NW,LGA,TPA,134,1010,15,30,2013-05-30T19:00:00Z
